0.20295966	15.398082
1.6269927	719.58545
2.9826007	1279.8226
5.0832806	2055.9026
7.419474	2621.155
9.992297	3176.0945
12.327948	3643.6606
14.460239	4023.8494
16.93051	4378.2876
19.738533	4665.8447
22.85061	4907.09
26.063694	5071.2017
29.208498	5117.07
32.758507	5065.1997
36.037186	4864.264
39.07889	4611.945
41.57926	4297.9985
44.485207	3953.152
46.985374	3603.2163
49.383846	3207.021
51.376545	2805.7363
53.707565	2440.3982
55.564785	1998.0
57.591064	1555.58
59.313007	1108.0577
61.102688	681.0924
62.79076	223.29173
63.63487	7.244878
