0.5361354	50.286694
507.4467	502.23575
1079.339	1162.4365
1628.4729	1650.252
2177.9133	2166.8027
2705.6675	2611.5417
3360.0151	3156.6963
3866.2363	3543.991
4519.8184	4017.3074
4941.4395	4318.5015
5760.4683	4612.012
6809.6963	4912.417
7627.806	5119.722
8465.305	5183.324
9406.484	5160.5894
10074.782	5051.9907
10804.539	4821.188
11345.784	4569.071
11927.951	4230.6953
12551.269	3827.6125
13173.4375	3316.7727
13607.86	2856.4563
14083.817	2367.352
14475.71	1842.434
14847.219	1367.8289
15198.268	936.35297
15549.775	547.9799
15776.222	202.86758
15857.758	1.6156067
